Name,Type,Category,Price,Location,County,No. of Bedrooms,No. of Bathrooms,No. of Ensuite Bedrooms,Date,Floor_area_sqm,Land_Size,Elevator,Parking,Condition,DSQ,Floor_Number,URL
2 Bed Apartment at Nyeri Rd,Residential,Apartment,"KSh 11,000,000",Kileleshwa,Nairobi,2,2,1,2026-06-13,110,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4009673
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 9,000,000",Lavington,Nairobi,3,3,1,2026-06-13,91,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4007846
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-13,,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4009678
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-13,105,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4009677
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 9,000,000",Kilimani,Nairobi,3,3,1,2026-06-13,59,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4009674
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,500,000",Kilimani,Nairobi,3,3,1,2026-06-13,115,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4009669
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,2,1,2026-06-13,45,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009668
5 Bed Townhouse in Lavington,Residential,Townhouse,"KSh 75,000,000",Lavington,Nairobi,5,6,1,2026-06-11,400,,0,1,,1,,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-4007805
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 9,000,000",Lavington,Nairobi,3,3,1,2026-05-28,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4000071
3 Bed Apartment at Rhapta Road,Residential,Apartment,"KSh 14,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-09,149,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-3974783
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 7,000,000",Kilimani,Nairobi,2,2,1,2026-06-13,70,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009667
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009666
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 4,000,000",Kilimani,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009665
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4009664
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4009663
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 11,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-13,89,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4009661
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 11,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-13,114,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4009660
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-13,65,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009659
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,500,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-13,65,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009658
2 Bed Apartment at Nyeri Rd,Residential,Apartment,"KSh 9,500,000",Kileleshwa,Nairobi,2,2,1,2026-06-13,95,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4009662
2 Bed Apartment at Nyeri Rd,Residential,Apartment,"KSh 9,000,000",Kileleshwa,Nairobi,2,2,1,2026-06-13,90,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4009655
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 18,000,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4009643
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 13,000,000","Westlands Area, Westlands",Nairobi,3,2,1,2026-06-13,119,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4009642
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009640
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,1,1,2026-06-13,57,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009641
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,500,000",Lavington,Nairobi,4,4,1,2026-06-13,110,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4009639
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,500,000",Kileleshwa,Nairobi,4,4,1,2026-06-13,125,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4009638
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,500,000",Kilimani,Nairobi,4,4,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4009637
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,000,000",Kileleshwa,Nairobi,3,2,1,2026-06-13,115,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4009635
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 10,000,000",Lavington,Nairobi,3,2,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4009636
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,000,000",Kilimani,Nairobi,3,2,1,2026-06-13,102,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4009634
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 6,000,000",Lavington,Nairobi,2,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4009633
Serviced 2 Bed Apartment at Wood Avenue,Residential,Apartment,"KSh 8,200,000",Kilimani,Nairobi,2,2,1,2026-05-19,92,,1,1,New,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-3994323
4 Bed House in Runda,Residential,House,"KSh 350,000,000","Runda, Westlands",Nairobi,4,6,1,2026-06-09,,,0,1,New,1,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-4006707
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 6,000,000",Kileleshwa,Nairobi,2,2,1,2026-05-13,85,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-3990576
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 6,000,000",Lavington,Nairobi,2,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4009633
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,1,1,2026-06-13,65,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009631
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 6,000,000",Kileleshwa,Nairobi,2,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4009632
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 3,000,000",Lavington,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4009630
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 3,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4009629
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009627
2 Bed Apartment at Wood Avenue,Residential,Apartment,"KSh 11,400,000",Kilimani,Nairobi,2,2,1,2026-06-13,95,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009644
"1,168 m² Land in Shanzu",Land,Land,"KSh 25,000,000",Shanzu,Nairobi,220,,,2026-06-13,1168,0.1168 Ha,0,1,,0,,https://www.buyrentkenya.com/listings/1168-m2-land-for-sale-shanzu-4009623
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009628
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-13,119,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4009409
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-13,,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4009408
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 9,000,000",Kilimani,Nairobi,3,3,1,2026-06-13,75,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4009406
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,500,000",Kilimani,Nairobi,3,3,1,2026-06-13,102,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4009405
1 Bed Apartment at Wood Avenue,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,1,1,1,2026-06-13,50,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009614
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4009383
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-13,178,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4009382
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 11,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-13,107,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4009378
2 Bed Apartment at Wood Avenue,Residential,Apartment,"KSh 10,900,000",Kilimani,Nairobi,2,2,1,2026-06-13,91,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009610
1 Bed Apartment at Westlands Road,Residential,Apartment,"KSh 5,400,000",Kilimani,Nairobi,1,1,1,2026-06-13,45,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009604
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 4,000,000",Lavington,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4009608
2 Bed Apartment at Westlands Road,Residential,Apartment,"KSh 14,000,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-13,115,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009596
4 Bed House in Kyuna,Residential,House,"KSh 75,000,000","Kyuna, Westlands",Nairobi,4,4,1,2026-06-13,,,0,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kyuna-4009595
5 ac Commercial Land in Karen,Land,Land,"KSh 425,000,000",Karen,Nairobi,220,,,2026-05-18,23.796,5 acres,0,1,,0,,https://www.buyrentkenya.com/listings/5-ac-commercial-land-for-sale-karen-3993891
4 Bed House in Ruiru,Residential,House,"KSh 14,500,000",Ruiru,Kiambu,4,5,1,2026-06-04,490,,0,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-4003923
3 Bed Apartment in Parklands,Residential,Apartment,"KSh 37,500,000","Parklands, Westlands",Nairobi,3,,1,2026-03-18,,,0,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-parklands-3948081
2 Bed Apartment at Westlands Road,Residential,Apartment,"KSh 14,000,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-13,115,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009596
4 Bed House in Kyuna,Residential,House,"KSh 75,000,000","Kyuna, Westlands",Nairobi,4,4,1,2026-06-13,,,0,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kyuna-4009595
1 Bed Apartment at Mbaazi Road,Residential,Apartment,"KSh 7,600,000",Lavington,Nairobi,1,1,1,2026-06-13,60,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4009593
2 Bed Apartment at Ngong Rd,Residential,Apartment,"KSh 8,500,000",Kilimani,Nairobi,2,2,1,2026-06-13,85,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009585
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,2,1,2026-06-13,55,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009560
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 7,000,000",Kilimani,Nairobi,2,2,1,2026-06-13,70,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009559
4 Bed House in Kiambu Road,Residential,House,"KSh 28,000,000",Kiambu Road,Kiambu,4,4,1,2026-06-13,300,,0,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-4009445
2 Bed Apartment at Ngong Rd,Residential,Apartment,"KSh 8,000,000",Kilimani,Nairobi,2,2,1,2026-06-13,80,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009575
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 4,000,000",Lavington,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4009579
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 7,000,000",Kileleshwa,Nairobi,2,2,1,2026-06-13,73,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4009569
1 Bed Apartment at Mbaazi Road,Residential,Apartment,"KSh 7,900,000",Lavington,Nairobi,1,1,1,2026-06-13,70,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4009570
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 4,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4009566
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 3,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4009565
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 4,000,000",Lavington,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4009563
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 3,000,000",Lavington,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4009564
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,000,000",Kileleshwa,Nairobi,4,5,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4005796
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 9,000,000",Kileleshwa,Nairobi,3,3,1,2026-06-13,95,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4006467
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 20,000,000",Lavington,Nairobi,4,5,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4006013
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 9,000,000",Lavington,Nairobi,3,3,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4006454
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 6,000,000",Lavington,Nairobi,2,2,1,2026-06-13,66,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4006140
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 20,000,000",Kileleshwa,Nairobi,4,5,1,2026-06-13,180,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4006493
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,500,000",Kileleshwa,Nairobi,3,3,1,2026-06-13,95,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4006492
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,600,000",Lavington,Nairobi,3,3,1,2026-05-14,150,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-3938189
2 Bed Apartment in Riverside,Residential,Apartment,"KSh 14,000,000","Riverside, Westlands",Nairobi,2,2,1,2026-04-23,70,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-riverside-3978751
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 9,000,000",Kilimani,Nairobi,3,3,1,2026-05-20,85,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-3987710
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,500,000",Kileleshwa,Nairobi,3,3,1,2026-06-13,115,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4006492
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 20,000,000",Lavington,Nairobi,4,5,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4006485
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 10,500,000",Lavington,Nairobi,3,3,1,2026-06-13,91,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4006483
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 7,000,000",Lavington,Nairobi,2,2,1,2026-06-13,60,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4006482
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 13,000,000","Westlands Area, Westlands",Nairobi,3,2,1,2026-06-13,88,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4009536
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 18,000,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4009537
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,1,1,2026-06-13,74,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009535
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009534
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,500,000",Lavington,Nairobi,4,4,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4009532
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,500,000",Kilimani,Nairobi,4,4,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4009530
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,500,000",Kileleshwa,Nairobi,4,4,1,2026-06-13,125,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4009531
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 10,000,000",Lavington,Nairobi,3,2,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4009529
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,000,000",Kileleshwa,Nairobi,3,2,1,2026-06-13,103,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4009528
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,000,000",Kilimani,Nairobi,3,2,1,2026-06-13,91,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4009527
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 6,000,000",Lavington,Nairobi,2,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4009526
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 6,000,000",Kileleshwa,Nairobi,2,1,1,2026-06-13,58,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4009525
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,1,1,2026-06-13,50,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009523
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 3,000,000",Lavington,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4009522
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 3,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4009521
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009520
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009518
1 Bed Apartment at Ngong Rd,Residential,Apartment,"KSh 5,500,000",Kilimani,Nairobi,1,1,1,2026-06-13,55,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009541
Furnished 4 Bed Villa in Bofa,Residential,Villa,"KSh 56,000,000",Bofa,Kilifi,4,4,1,2026-06-03,,,0,1,,0,,https://www.buyrentkenya.com/listings/furnished-4-bedroom-villa-for-sale-bofa-3999819
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-05-23,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-3997321
4 Bed Apartment at Nyali,Residential,Apartment,"KSh 35,000,000","Nyali Area, Nyali",Nairobi,4,4,1,2026-04-16,4.036,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-nyali-area-3965961
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009520
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009518
1 Bed Apartment at Ngong Rd,Residential,Apartment,"KSh 5,500,000",Kilimani,Nairobi,1,1,1,2026-06-13,55,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009541
2 Bed Apartment at Kilimani,Residential,Apartment,"KSh 10,700,000",Kilimani,Nairobi,2,2,1,2026-06-13,115,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009542
2 Bed Apartment at Kilimani,Residential,Apartment,"KSh 11,800,000",Kilimani,Nairobi,2,2,1,2026-06-13,118,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009540
2 Bed Apartment at Sports Road,Residential,Apartment,"KSh 12,000,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-13,114,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009524
Warehouse in Mlolongo,Residential,House,"KSh 65,000,000",Mlolongo,Machakos,220,,,2026-06-13,11600,,0,1,,0,,https://www.buyrentkenya.com/listings/11600-ft2-warehouse-for-sale-mlolongo-4009516
2 Bed Apartment at Kilimani,Residential,Apartment,"KSh 10,500,000",Kilimani,Nairobi,2,2,1,2026-06-13,116,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009519
1 Bed Apartment at Sports Road,Residential,Apartment,"KSh 8,500,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-13,77,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009517
2 Bed Apartment at Kilimani,Residential,Apartment,"KSh 11,500,000",Kilimani,Nairobi,2,2,1,2026-06-13,115,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009514
