Name,Type,Category,Price,Location,County,No. of Bedrooms,No. of Bathrooms,No. of Ensuite Bedrooms,Date,Floor_area_sqm,Land_Size,Elevator,Parking,Condition,DSQ,Floor_Number,URL
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 11,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-15,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4008668
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-15,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4008672
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-15,178,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4008674
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-15,126,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4007215
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-15,,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4008647
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 9,000,000",Kilimani,Nairobi,3,3,1,2026-06-15,75,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4007207
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 9,000,000",Kilimani,Nairobi,3,3,1,2026-06-15,85,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4007209
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,2,1,2026-06-15,53,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4007202
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,2,1,2026-06-15,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4008634
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-15,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4007199
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-15,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4008626
4 Bed Villa in Karen,Residential,Villa,"KSh 95,000,000",Karen,Nairobi,4,5,1,2026-06-15,,,0,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-karen-4009890
4 Bed Villa at Garden Estate,Residential,Villa,"KSh 90,000,000","Garden Estate, Roysambu",Nairobi,4,6,1,2026-06-15,450,,0,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-garden-estate-4009886
5 Bed House at Mugutha,Residential,House,"KSh 24,000,000",Ruiru,Kiambu,5,6,1,2026-06-15,260,4 hA,0,1,New,0,,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ruiru-4009885
2 Bed Apartment at Riverside Drive,Residential,Apartment,"KSh 11,500,000","Riverside, Westlands",Nairobi,2,2,1,2026-06-14,120,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-riverside-4009883
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-11,42,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4007818
1 Bed Apartment at Mtwapa,Residential,Apartment,"KSh 2,500,000",Mtwapa,Kilifi,1,2,1,2026-06-07,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-mtwapa-4005545
Serviced 3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 31,000,000",Kileleshwa,Nairobi,3,4,1,2026-06-09,2.5,,1,1,,1,,https://www.buyrentkenya.com/listings/furnished-3-bedroom-apartment-for-sale-kileleshwa-4003610
2 Bed Apartment at Riverside Drive,Residential,Apartment,"KSh 10,500,000","Riverside, Westlands",Nairobi,2,2,1,2026-06-14,110,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-riverside-4009882
Land in Kiambu Road,Land,Land,"KSh 35,000,000",Kiambu Road,Kiambu,220,,,2026-06-14,,,0,1,,0,,https://www.buyrentkenya.com/listings/land-for-sale-kiambu-road-4009870
2 Bed Apartment at Riverside Drive,Residential,Apartment,"KSh 12,500,000","Riverside, Westlands",Nairobi,2,2,1,2026-06-14,109,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-riverside-4009881
3 Bed Apartment at Eldama Ravine Rd,Residential,Apartment,"KSh 19,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-14,178,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4009880
2 Bed Apartment at Eldama Ravine Rd,Residential,Apartment,"KSh 13,800,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-14,119,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009878
1 Bed Apartment at Eldama Ravine Rd,Residential,Apartment,"KSh 8,700,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-14,75,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009877
2 Bed Apartment at Upper Hill,Residential,Apartment,"KSh 12,500,000",Kilimani,Nairobi,2,2,1,2026-06-14,126,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009876
2 Bed Apartment at Upper Hill,Residential,Apartment,"KSh 11,000,000",Kilimani,Nairobi,2,2,1,2026-06-14,117,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009874
2 Bed Apartment at Kirichwa Road,Residential,Apartment,"KSh 7,800,000",Kilimani,Nairobi,2,2,1,2026-06-14,81,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009873
1 Bed Apartment at Kirichwa Road,Residential,Apartment,"KSh 7,400,000",Kilimani,Nairobi,1,1,1,2026-06-14,77,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009872
1 Bed Apartment at Kirichwa Road,Residential,Apartment,"KSh 5,100,000",Kilimani,Nairobi,1,1,1,2026-06-14,53,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009871
1 Bed Apartment at Kirichwa Road,Residential,Apartment,"KSh 5,000,000",Kilimani,Nairobi,1,1,1,2026-06-14,52,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009869
1 Bed Apartment at Mtito Andei Road,Residential,Apartment,"KSh 7,200,000",Kilimani,Nairobi,1,1,1,2026-06-14,68,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009868
1 Bed Apartment at Mtito Andei Road,Residential,Apartment,"KSh 7,200,000",Kilimani,Nairobi,1,1,1,2026-06-14,68,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009866
5 Bed Villa in Runda,Residential,Villa,"KSh 148,000,000","Runda, Westlands",Nairobi,5,6,1,2026-06-14,,"0,1 ha",0,1,,1,,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-runda-4009864
1 Bed Apartment at Mombasa Rd,Residential,Apartment,"KSh 4,400,000",Syokimau,Machakos,1,1,1,2026-06-14,565,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-syokimau-4009865
1 Bed Apartment at Mtito Andei Road,Residential,Apartment,"KSh 5,900,000",Kilimani,Nairobi,1,1,1,2026-06-14,53,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009863
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 18,000,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4008082
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 13,000,000","Westlands Area, Westlands",Nairobi,3,2,1,2026-06-11,88,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4008136
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,1,1,2026-06-11,60,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4008128
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4008114
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,500,000",Lavington,Nairobi,4,4,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4008153
Furnished 1 Bed Apartment in Mirema,Residential,Apartment,"KSh 5,200,000","Mirema, Roysambu",Nairobi,1,1,1,2026-06-08,43,,1,1,,0,,https://www.buyrentkenya.com/listings/furnished-1-bedroom-apartment-for-sale-mirema-3893245
Furnished 4 Bed Villa at Bofa Road,Residential,Villa,"KSh 54,000,000",Bofa,Kilifi,4,5,1,2026-06-10,4000,,0,1,,0,,https://www.buyrentkenya.com/listings/furnished-4-bedroom-villa-for-sale-bofa-4007189
Residential Land in Naivasha,Land,Land,"KSh 630,000",Naivasha,Nakuru,220,,,2026-06-10,,,0,1,,0,,https://www.buyrentkenya.com/listings/residential-land-for-sale-naivasha-4002872
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4008114
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,500,000",Lavington,Nairobi,4,4,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4008153
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 10,000,000",Lavington,Nairobi,3,2,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4008135
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 6,000,000",Lavington,Nairobi,2,1,1,2026-06-11,55,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008127
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 3,000,000",Lavington,Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4008111
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,500,000",Kileleshwa,Nairobi,4,4,1,2026-06-11,125,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4008143
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,000,000",Kileleshwa,Nairobi,3,2,1,2026-06-11,114,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4008133
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 6,000,000",Kileleshwa,Nairobi,2,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4008125
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 3,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-11,3,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4008058
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,500,000",Kilimani,Nairobi,4,4,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4008074
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,000,000",Kilimani,Nairobi,3,2,1,2026-06-11,99,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4008069
1 Bed Apartment at General Mathenge,Residential,Apartment,"KSh 11,800,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-14,89,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009862
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,1,1,2026-06-14,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4005862
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-08,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4005726
2 Bed Apartment at General Mathenge,Residential,Apartment,"KSh 15,000,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-14,114,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009861
1 Bed Apartment at General Mathenge,Residential,Apartment,"KSh 8,300,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-14,66,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009860
3 Bed Apartment at Muthithi Road,Residential,Apartment,"KSh 39,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-14,230,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4009859
3 Bed Apartment at Durham Road,Residential,Apartment,"KSh 15,500,000",Kileleshwa,Nairobi,3,3,1,2026-06-14,155,,1,1,,1,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4009858
2 Bed Apartment at Durham Road,Residential,Apartment,"KSh 9,800,000",Kileleshwa,Nairobi,2,2,1,2026-06-14,114,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4009857
2 Bed Apartment at Durham Road,Residential,Apartment,"KSh 9,500,000",Kileleshwa,Nairobi,2,2,1,2026-06-14,110,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4009856
2 Bed Apartment at General Mathenge,Residential,Apartment,"KSh 8,900,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-14,71,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009855
1 Bed Apartment at General Mathenge,Residential,Apartment,"KSh 8,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-14,64,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009854
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 11,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-08,89,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4005650
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-08,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4005645
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-08,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4005641
2 Bed Apartment at Riverside Drive,Residential,Apartment,"KSh 14,800,000","Riverside, Westlands",Nairobi,2,2,1,2026-06-14,98,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-riverside-4009852
Serviced 4 Bed Townhouse at Kiambu Road,Residential,Townhouse,"KSh 35,000,000",Kiambu Road,Kiambu,4,5,1,2026-06-14,230,,0,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-4009851
1 Bed Apartment at Riverside Drive,Residential,Apartment,"KSh 11,000,000","Riverside, Westlands",Nairobi,1,1,1,2026-06-14,69,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-riverside-4009850
Serviced 3 Bed Townhouse at Kiambu Road,Residential,Townhouse,"KSh 31,000,000",Kiambu Road,Kiambu,3,4,1,2026-06-14,230,,0,1,,1,,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kiambu-road-4009846
1 Bed Apartment at Vihiga Road,Residential,Apartment,"KSh 7,800,000",Kileleshwa,Nairobi,1,1,1,2026-06-14,68,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4009849
2 Bed Apartment at St. Michael'S Road,Residential,Apartment,"KSh 15,900,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-14,143,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009848
1 Bed Apartment at St. Michael'S Road,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-14,71,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009847
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 10,000,000","Westlands Area, Westlands",Nairobi,2,3,1,2026-06-12,81,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4008293
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 10,500,000","Westlands Area, Westlands",Nairobi,2,3,1,2026-06-11,119,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4008295
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 5,000,000",Lavington,Nairobi,1,2,1,2026-06-11,50,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4008304
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,1,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4008961
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 6,000,000","Westlands Area, Westlands",Nairobi,1,2,1,2026-06-13,38,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009209
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 8,500,000",Kilimani,Nairobi,2,3,1,2026-06-13,85,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009354
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 3,000,000",Lavington,Nairobi,1,1,1,2026-06-14,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4009492
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 4,000,000",Lavington,Nairobi,1,1,1,2026-06-14,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4009533
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 6,000,000",Lavington,Nairobi,2,2,1,2026-06-14,55,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4009493
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 7,000,000",Lavington,Nairobi,2,2,1,2026-06-14,66,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4009538
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 9,000,000",Lavington,Nairobi,3,3,1,2026-06-14,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4009494
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 10,500,000",Lavington,Nairobi,3,3,1,2026-06-14,91,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4009539
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,000,000",Lavington,Nairobi,4,5,1,2026-06-14,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4009495
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 20,000,000",Lavington,Nairobi,4,5,1,2026-06-14,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4009466
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,000,000",Kileleshwa,Nairobi,4,5,1,2026-06-14,125,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4009594
4 Bed Apartment at Zambia Road,Residential,Apartment,"KSh 18,700,000",Ngong,Kajiado,4,5,1,2026-03-10,198,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-ngong-3942040
3 Bed Apartment at Nextgen Mall,Residential,Apartment,"KSh 15,000,000",South C,Nairobi,3,3,2728,2026-04-21,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-south-c-3977032
3 Bed Apartment in Kisumu,Residential,Apartment,"KSh 11,000,000",Kisumu,Kisumu,3,,1,2026-06-11,,,0,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kisumu-3970846
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 20,000,000",Lavington,Nairobi,4,5,1,2026-06-14,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4009466
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,000,000",Kileleshwa,Nairobi,4,5,1,2026-06-14,125,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4009594
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,000,000",Kileleshwa,Nairobi,4,5,1,2026-06-14,125,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4009512
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 9,000,000",Kileleshwa,Nairobi,3,3,1,2026-06-14,114,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4009510
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,500,000",Kileleshwa,Nairobi,3,3,1,2026-06-14,103,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4009462
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 6,000,000",Kileleshwa,Nairobi,2,2,1,2026-06-14,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4009421
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 7,000,000",Kileleshwa,Nairobi,2,2,1,2026-06-14,70,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4009459
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 3,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-14,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4009498
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 4,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-14,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4009456
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009657
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,500,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-13,42,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009656
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-14,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4008697
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-14,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4008695
